Symptom,Description,Bug Type,Bug Pattern,Vulnerability,Test Case
Correcting the file path in the README for better navigation | Changed the path of a Free Pascal project link to correct a possible typo or restructuring error | Classical | Documentation | None | Verify if the new link directs to the intended Free Pascal project correctly,,,,,
Typographical error correction | The code change corrects the spelling mistake from "controlls" to "controls" with no impact on functionality | Classical | Typographical | None | A spell-checking tool could be used to prevent such typographical errors in the future.,,,,,
To improve clarity on IO caching behavior for CP corrections and its impact on DiskDFJK when SCF_TYPE is DF. | The comments were updated to explain that changing the "DF_INTS_IO" setting from its default will switch the integral computation to disk-based (Disk_DF) and enforce DiskDFJK during SCF_TYPE=DF. | Classical | Functionality | None | Verify that setting "DF_INTS_IO" to "SAVE" or "LOAD" switches the integral computation to disk-based and enforces DiskDFJK when SCF_TYPE is set to DF.,,,,,
"Addition of a name parameter to improve clarity and debugging. | Added a name parameter to parametrize decorator and used it to assert that jk.name() matches the provided name, enhancing test readability and debugging capabilities. | Classical | Functionality | None | Test cases should include assertions for jk.name() to ensure the name parameter matches the expected algorithm string.",,,,,
"Improve accuracy or functionality of SCF calculations | Added 'scf_subtype': 'auto' to set options, impacting SCF behavior and precision | Classical | Functionality | None | Verify SCF calculations with the 'auto' subtype option and compare results with expected precision",,,,,
"The change is likely introduced to specify a particular variant of the einsums package, potentially for performance optimization with MKL (Intel Math Kernel Library). | Replaces a general package installation line for einsums with a more specific version using MKL, which might lead to improved performance but restricts compatibility to systems with access to MKL. | Classical | Dependency | None | A test case could involve an automated setup of the environment specified in env_p4env.yaml and verify that packages, particularly einsums with MKL, are correctly installed and functional.",,,,,
Upgrade compatibility issue | Changed pytest version specification from >=7.0.1 to =7 to ensure exact version compatibility | Classical | Dependency | None | Add a test pipeline that verifies the pytest version installed is exactly 7 and runs a sample test suite using it.,,,,,
"Optimization for faster build times | The change sets the environment variable `CMAKE_BUILD_PARALLEL_LEVEL=2` to enable parallel build with 2 jobs, likely speeding up the compilation process. | Classical | Environment | None | A test case can check the build duration before and after applying the parallel build level variable to ensure compilation is faster without errors.",,,,,
"Dependency compatibility issue | The constraint for pytest version has been updated to be less than 8, which likely resolves compatibility issues with other packages. | Classical | Dependency | None | Add a test case that ensures all dependent packages are compatible with pytest versions below 8.",,,,,
Dependency conflict or incompatibility with a newer version of pytest | Updated dependencies to change libint package source and restrict pytest version | Classical | Dependency | None | Ensure compatibility by running a test suite with the restricted pytest version 7.x and verifying that all dependent libraries are functioning correctly. ,,,,,
"Dependency update and compatibility issue | Updated specific library versions and commented out an optional dependency | Classical | Dependency | None | Verify that all dependencies are correctly installed and the environment is stable, including checking for any compatibility issues with pytest version.",,,,,
Dependency update for compatibility. | Updated libint dependency and restricted pytest version. | Classical | Dependency | None | Verify that tests pass with updated dependencies and pytest version less than 8.,,,,,
"Dependency update likely for compatibility issues | Updates dependencies: comments out psi4::libint, adds libint, and restricts pytest | Classical | Dependency | None | Verify 'libint' and 'pytest<8' compatibility with existing setup",,,,,
"The probable cause for this code change is to ensure all file paths are resolved to their absolute canonical forms, possibly to avoid issues with relative paths. | The change added the `.resolve()` method to `full_data` and `full_bin` to convert these paths to their absolute canonical forms. This is important for accurate path calculations and prevents potential errors from relative paths. | Classical | Environment | None | A test case can be created to verify that `full_data` and `full_bin` are correctly resolved to absolute paths and that the relative paths `rel_data` and `rel_bin` are accurate when `full_pymod` changes its directory.",,,,,
Formatting issue | Removed unnecessary line break in docstring | Classical | Formatting | None | Verify the docstring appears correctly without line break,,,,,
Code formatting improvement | Condensed multiline docstrings into single-line formats where appropriate | Classical | Formatting | None | Automated tests that validate that the function docstrings still match expected formats and ensure that function behavior remains unchanged,,,,,
Documentation update for clarity | Updated the docstring to improve clarity and provide a brief summary of the function | Classical | Documentation | None | Test case: Verify that the docstring accurately describes the function behavior and that the function returns the input string correctly for both molecule instances and fragmented geometry strings.,,,,,
"Code change is likely for code readability and consistency. | Reduced line breaks in docstrings, making them more concise. Minimal impact on functionality. | Classical | Readability | None | Verify all affected functions to check if documentation strings are correctly formatted without breaking lines awkwardly.",,,,,
"Ensuring proper regular expression interpretation | Changing string literals to raw strings for regular expressions | Classical | Incorrect pattern matching | None | Validate that patterns properly match expected inputs like ""onebody_x_dy"", ""eri_xyz_dy"", ""eri_xy_dy"", ""eri_x_dy""",,,,,
Improve readability and documentation consistency | Combining two lines of the docstring into one line without changing functionality | Classical | Documentation | None | Verify that docstrings conform to the new format and ensure no functional changes occurred in parsing method strings,,,,,
The probable cause for this code change is to support features introduced in Libxc v6.1.0 required for certain functionalities like HYB_MGGA_XC_R2SCAN0. | The constraint for the cmake component of Libxc was updated from version 6.0.0 to 6.1.0 to leverage new features. | Classical | Dependency | None | A test case ensuring functionality involving HYB_MGGA_XC_R2SCAN0 executes correctly with Libxc v6.1.0 should be incorporated.,,,,,
Version compatibility with Libxc library | Updated the required version of the Libxc library from 6.0.0 to 6.1.0 | Classical | Dependency | None | Check if the integration works correctly with Libxc 6.1.0 by ensuring the components of the build process using this version compile and function as expected,,,,,
Compatibility with newer library version | Updated the required version of Libxc from 6.0.0 to 6.1.0 | Classical | Dependency | None | Verify that the project correctly integrates and functions with Libxc version 6.1.0,,,,,
"Code style improvement for readability | The code change removes unnecessary parentheses around the `assert` statements, enhancing readability without altering functionality or logic | Classical | Code style | None | Verify that assertions without parentheses still function correctly, ensuring the expected values are properly validated",,,,,
Code change is due to style/formatting correction.|The code change involves removing unnecessary parentheses from assertions for style consistency.|Classical|Style/formatting|None|Run test functions to ensure they pass and confirm no memory leaks occur.,,,,,
Update convergence settings | Adjusted SAPT0 Keywords section by replacing `d_convergence` and `e_convergence` with `cphf_r_convergence` | Classical | Functionality | None | Validate that `cphf_r_convergence` is correctly included and works as intended in SAPT0 calculations,,,,,
"The probable cause for this code change is to comment out specific convergence criteria settings that might not be necessary or were causing issues. | The code change comments out the local convergence options 'E_CONVERGENCE' and 'D_CONVERGENCE' for SAPT calculations, which might impact the precision of convergence criteria. | Classical | Environment | None | A test case involving SAPT calculations with varying convergence criteria parameters to ensure accuracy and stability can be used to test this fix.",,,,,
"Tuning convergence precision for coupled induction calculation. | The change allows adjustable convergence criterion by using a configuration option for CPHF convergence, which enhances flexibility and control over precision. | Classical | Functionality | None | A test case configuring different values for the ""SAPT"" ""CPHF_R_CONVERGENCE"" option and verifying the convergence behavior in running induction calculations can be incorporated.",,,,,
"Refinement of convergence criteria settings for SAPT calculations | The code change replaces the ""D_CONVERGENCE"" parameter with ""CPHF_R_CONVERGENCE"" in two function calls, affecting the convergence criteria used in SAPT calculations. | Classical | Functionality | None | Include a test case that runs SAPT calculations with both ""D_CONVERGENCE"" and ""CPHF_R_CONVERGENCE"" settings and compare results for consistency and accuracy.",,,,,
"Deprecation and renaming of keywords in SAPT and FISAPT modules | Added checks for deprecated and renamed keywords, throwing exceptions with appropriate messages | Classical | Functionality | None | Test cases with configurations using the deprecated `E_CONVERGENCE` and `D_CONVERGENCE` keywords for SAPT and FISAPT to verify exceptions are raised.",,,,,
"Modification of an option key for convergence settings. | Changed ""D_CONVERGENCE"" to ""CPHF_R_CONVERGENCE"" to possibly correct or align with the intended option parameter for CPHF iterative procedure. | Classical | Functionality | None | Incorporate test cases to validate if the convergence settings related to ""CPHF_R_CONVERGENCE"" are being properly retrieved and used, ensuring the iterative procedure converges as expected.",,,,,
"The probable cause for this code change appears to be standardizing convergence criteria and cleanup of output information. | The code change replaces `d_conv_` and `e_conv_` convergence criteria with a single `cphf_r_conv_` criterion and removes conditional debug output, standardizing print statements. | Classical | Functionality | None | A test case can involve running the SAPT0 calculation ensuring it converges correctly with various `cphf_r_conv_` values and that the output logs appropriate iteration details.",,,,,
"Adjust convergence criteria for CPHF computations in SAPT0 method | Replaces separate energy and density convergence thresholds with a single CPHF-related convergence threshold, affecting coupled-perturbed Hartree-Fock calculation accuracy | Classical | Functionality | None | Test cases for convergence behavior of CPHF iterations, checking if calculations terminate correctly with new threshold",,,,,
"Refactor convergence thresholds for better clarity and differentiation. | Changed convergence thresholds from `e_conv_` and `d_conv_` to a single `cphf_r_conv_`, potentially indicating a simplification or refocusing of convergence criteria. | Classical | Functionality | None | A test case that verifies the correct convergence behavior under various scenarios and ensures that `cphf_r_conv_` properly dictates the termination of iterations.",,,,,
"Simplification and possible removal of redundant parameters. | Removal of e_conv_ and d_conv_ parameters from constructor initialization. Reduces complexity, but may impact convergence criteria settings. | Classical | Functionality | None | Verify that SAPT2 computations still converge within expected tolerances despite the removal of e_conv_ and d_conv_ parameters.",,,,,
"The probable cause for this code change is updating the convergence parameter to reflect a more accurate or specific criterion. | Briefly, the change renames a convergence parameter from ""D_CONVERGENCE"" to ""CPHF_R_CONVERGENCE"" to likely reflect a more descriptive naming and changes related print statement. | Classical | Functionality and naming issue | None | Test cases should verify that the convergence parameter ""CPHF_R_CONVERGENCE"" is correctly used in computations and results in successful convergence within the specified limits.",,,,,
Refactoring for clearer code documentation and addressing SAPT convergence criteria | Removed redundant convergence criteria and updated variable names for clarity and specificity | Classical | Functionality | None | Verify that CPHF/CPKS equations converge correctly using the new `CPHF_R_CONVERGENCE` variable and ensure previous `E_CONVERGENCE` and `D_CONVERGENCE` criteria are appropriately captured in the testing framework.,,,,,
Python 2 to Python 3 compatibility | Changed `iteritems()` to `items()` to ensure compatibility with Python 3 | Classical | Environment | None | Test with different versions of Python to ensure no compatibility errors occur,,,,,
"Including the '1.9.x' branch in the pipeline triggers. | The change adds '1.9.x' to the list of branches that trigger the pipeline, impacting which branches' changes are automatically built and tested. | Classical | Environment | None | Verify the pipeline triggers correctly by committing a change to the '1.9.x' branch and ensuring the pipeline runs.",,,,,
"Updating dependency support statuses and commit references | Changed support note for dftd3 and gcp executables from ""supported"" to ""tolerated but no longer supported"", updated commit references for dftd4 and QCFractal | Classical | Dependency | None | Verify dftd3 and gcp functionality with both current and previous versions, and ensure compatibility and proper behavior with the new commit references for dftd4 and QCFractal",,,,,
"A new version release due to enhancements or bug fixes. | Version number updated from 1.8 to 1.9, potentially indicating minor improvements or fixes. | Classical | Version update | None | Ensure the version number reflects correctly and software functions as expected after the update.",,,,,
To ensure the correct environment variables are set for Psi4 usage in both shell and script contexts. | Added commands to export necessary environment variables and paths for Psi4 in different build contexts. | Classical | Environment | None | Test if the environment variables are correctly set and Psi4 commands execute as expected after each login or when added to the shell's rc file.,,,,,
Updating dependencies to ensure compatibility and functionality. | Added and rearranged dependencies for clearer organization and precision in requirements. | Classical | Dependency | None | Test installation of each package and confirm they work as expected in the development environment.,,,,,
"Deprecation policy enforcement | Deprecated functions now raise errors instead of warnings, enforcing the use of updated function names | Classical | Functionality | None | Attempt to call any of the deprecated functions and check for the UpgradeHelper exception being raised.",,,,,
"To handle additional input files specified in the JSON data. | The code change introduces functionality to handle ""extra_infiles"" under ""extras"" in the JSON data by writing text contents to specified file paths, and it also adds ""grid_esp.dat"" and ""grid_field.dat"" to the list of native files collected. | Classical | Functionality | None | A test case where JSON data includes ""extras"" with ""extra_infiles"" containing file names and contents, verifying that the files are correctly created and populated, and that ""grid_esp.dat"" and ""grid_field.dat"" are correctly listed in ""native_files"" if they exist.",,,,,
"The probable cause for this code change is to import the math module necessary for the mathematical operation being performed. | The code change adds an import statement for the math module, which allows the program to use the constant `math.pi`. This prevents potential runtime errors due to missing the math module. | Classical | Dependency | None | A test case to validate that the wavefunction's orbitals are correctly rotated by 90 degrees using the math module's pi constant should be incorporated.",,,,,
"The probable cause for this code change is the need to use the mathematical constant 蟺 for the rotation of orbitals. | The change adds the import statement for the math module to use math.pi. This allows the code to correctly execute the rotation of columns by 蟺/2, avoiding potential errors or undefined references to pi. | Classical | Dependency | None | A test case can involve verifying that the rotation of HOMO and SOMO is performed correctly by comparing the final wavefunction or energy state against a known correct value after the rotation.",,,,,
"Enhance logging flexibility for outputs. | Introduction of logging arguments (largs) to energy, gradient, and hessian functions. | Classical | Environment | None | Create scenarios with and without distributed execution and verify correct output logging behavior based on provided largs.",,,,,
"The probable cause for this code change is to standardize the function calls with specific logging or output protocols, possibly for consistency and easier debugging purposes. | The code change adds a dictionary of arguments (largs) to various function calls to suppress stdout and add a tag. This ensures all function calls use the same logging/output settings. | classical | functionality | None | A test case can include checking the output to ensure that it adheres to the provided logging protocols (largs dict) and verifying no output to stdout while still correctly performing calculations and comparisons.",,,,,
"New input file creation for running quantum chemistry calculations using density-fitting MP2 (DF-MP2) method. | Introduction of the molecular configuration and calculation settings. The impact is setting up the environment to perform an accurate quantum chemical computation on a Lithium molecule. | Classical | Functionality | None | A test case that verifies the correct energy calculation and wavefunction properties for a Lithium atom using the given basis set and method (`def2-SVP`, `DF-MP2`). Validate results against known standards or reference calculations.",,,,,
New test for MP2 correlation energy validation | Added inputs for molecule properties and configuration for an MP2 energy calculation | Classical | Functionality | None | Verify MP2 correlation energy computation for various molecules and basis sets,,,,,
Performance improvement by using analytical frequency calculations compared to finite difference methods | Added analytical frequency calculation using the SVWN functional and compared against finite difference frequency calculations | Classical | Functionality | None | Compare the analytical and finite-difference frequencies to ensure they match within an acceptable tolerance,,,,,
"The probable cause for this code change is to add a new test case that compares analytic and finite difference frequencies using the SVWN method in a UKS framework. | The code initializes a molecular system with a given geometry, sets parameters for DFT and SCF calculations, computes frequencies using both analytic and finite difference methods, and compares their results. The impact is the validation of analytic frequency computations against a known finite difference approach. | Classical | Functionality | None | A test case can include checking if the computed frequencies using both methods are close within an absolute tolerance of 0.1 for multiple molecules and basis sets to ensure broad validation.",,,,,
"Validation and comparison of gradients on charges and atoms in external potential calculations | The code adds functionality to compute gradients from QM-point charge interactions and compare gradients on QM atoms and external charges in a water molecule system. | Quantum | Functionality | None | A test case where the gradients for a TIP3P water molecule are calculated with and without an external potential, verifying that the gradients on atoms minus the gradients without external potential equals the gradients on the charges.",,,,,
"To validate the gradient on external charges by comparing it to the gradient on QM atoms. | Added the creation of a water molecule, definition of external potentials, and performed gradient calculations on both QM atoms and external potential charges for comparison. | Hybrid | Functionality | None | A test case that compares the gradients on the QM atoms and external charges to a known correct result, ensuring that the difference between them is within an acceptable tolerance.",,,,,
To use a mathematical function from the `math` module in a comparison operation. | Added an import statement for the `math` module to use `math.sqrt`. | Classical | Dependency | None | Test case: validate the sqrt(mu_weird / mu_plain) and p_freq / w_freq comparison for accuracy with the expected frequency to ensure the import math and comparison logic works.,,,,,
"The probable cause for this code change is to address a missing import for the math module needed for the `math.sqrt` function. | The change adds an import statement for the `math` module to avoid a potential NameError when calling `math.sqrt`. | Classical | Dependency | None | A test case that executes the block using `math.sqrt` to ensure it runs without errors, verifying the addition resolves any import issues.",,,,,
To access the "DMA TOTAL MULTIPOLES" directly from the wave function object `wfn` rather than a global variable. | Added a line to retrieve "DMA TOTAL MULTIPOLES" from `wfn`. This ensures access to up-to-date or context-specific multipoles. | Classical | Functionality | None | Validate that `totvals_wfn` correctly retrieves "DMA TOTAL MULTIPOLES" by comparing it with `totvals` under various wave function states.,,,,,
The probable cause for this code change is to capture and validate the total multipoles directly from the wavefunction object for consistency with the existing totals. | The code change adds an additional step to fetch and compare the DMA total multipoles from the wavefunction `wfn` object to ensure consistency with the previously fetched total multipoles. | Classical | Functionality | None | Add a test case that verifies `totvals_wfn` and `totvals` return identical results when compared against the `ref_tot_mat` for various wavefunction instances.,,,,,
Refactoring to use consistent API function | Replaced `get_array_variable` with `variable` which handles EFP torque retrieval | Classical | Functionality | None | Verify that `variable("EFP TORQUE")` correctly retrieves torque values and that results match previous expected outputs,,,,,
"The probable cause for this code change is to replace a deprecated function or method with an updated one. | The change involves replacing `get_array_variable(""EFP TORQUE"")` with `variable(""EFP TORQUE"")`, which could simplify the method call and enhance code readability. | Classical | Functionality | None | Add a test case that ensures `variable(""EFP TORQUE"")` returns the correct torque values and matches the expected output from `get_efp_torque()`.",,,,,
To incorporate new guess methods for the SCF calculations | Added additional guess methods: `modhuckel` and `sapgau` | Classical | Functionality | None | Test SCF energy computations with `modhuckel` and `sapgau` guess methods to ensure expected behavior,,,,,
"To include additional SCF guess methods, specifically `modhuckel` and `sapgau` for additional energy calculations and comparisons | Issue: Addition of new guess methods; Impact: Expanded functionality for energy calculations | Classical | Functionality | None | Add checks for `SCF TOTAL ENERGY` values using `modhuckel` and `sapgau` guess methods for RHF, UHF, ROHF, and CUHF references.",,,,,
"The probable cause is the need for mathematical operations within the loop. | The code change adds an import statement for the math module, potentially to enable further mathematical functions. | Classical | Dependency | None | Test for functions that may need the math module within the for-loops.",,,,,
"Missing import for math module | Added import statement for math module to enable mathematical operations on polar coordinates | Classical | Dependency | None | A test case that initializes an R and A value, uses mathematical functions from the math module, and checks for expected results without errors",,,,,
Refactoring the way torque values are accessed. | Changed from using `get_array_variable` to `variable` to retrieve "EFP TORQUE". | Classical | Functionality | None | A test case to verify that "EFP TORQUE" values retrieved using `variable` match expected reference values.,,,,,
Debugging output for analysis | Added print statements to show contents of "grid_field.dat" and "grid_esp.dat" | Classical | Debugging | None | A test that verifies the printed contents of "grid_field.dat" and "grid_esp.dat" against expected values,,,,,
"Enhancement for extended outputs. | Added new keys for grid data and extra input files. | Classical | Functionality | None | Verify presence and correctness of ""GRID_FIELD"", ""GRID_ESP"", and contents of ""grid.dat"" in the output files.",,,,,
"Update to include additional data files and fields. | Added grid field and grid ESP, included native files protocol, and provided extra input files under 'extras'. | Classical | Functionality | None | Test the presence of 'grid.dat' and verify that the new fields 'GRID_FIELD' and 'GRID_ESP' are properly processed and included in the output.",,,,,
"Updating deprecated function usage | Deprecated warning handling updated from `pytest.warns` to `pytest.raises` indicating exceptions rather than warnings for obsolete functions | Classical | Functionality | None | Test case: Check if `psi4.UpgradeHelper` is raised for the deprecated functions `get_variable`, `get_variables`, `get_array_variable`, `get_array_variables`, `get_variable`, `get_array`, `set_array`, and `arrays` indicating they are correctly flagged as obsolete.",,,,,
Compatibility with newer setuptools | Removed sed command replacing libxc-c with libxc=5; added newline and comment for setuptools v66 | Classical | Dependency | None | Verify package installation and environment setup scripts do not fail with new setuptools version,,,,,
To ensure compatibility with channels when building the package | Addition of "conda config --set channel_priority flexible" to configure conda channel priority before the build | Classical | Environment | None | Verify that conda can resolve dependencies successfully using flexible channel priority and that the build process completes without errors.,,,,,
Updating dependency version | Changed Libxc version constraint from 5.1.2 to 6.0.0 | Classical | Dependency | None | Test compatibility with older and new versions of Libxc library,,,,,
"Update basis sets documentation. | Addition of new basis sets (def2-mSVP, def2-mTZVP, def2-mTZVPP) to the existing table of basis sets, enhancing detail and accuracy. | Classical | Documentation | None | Validate presence of new basis sets in the documentation and ensure no formatting issues.",,,,,
Adding new references to the bibliography. | New references added for additional literature sources. | Classical | Documentation | None | Verify new references are correctly formatted and links are functional.,,,,,
"The probable cause for this code change is to update the documentation to reflect the new binary distribution channel and provide updated guidance.|The code change updates the documentation to reference a new script for path advising related to conda installations and retains a reference to the existing psicode documentation.|classical|environment|None|A test case that verifies the referenced `conda/psi4-path-advisor.py` script is present, executable and that the help menu (`-h`) displays correctly.",,,,,
"Support and documentation clarification for specific versions of s-dftd3 and classic DFTD3 implementations | The change adds clarification regarding the support status of ""classic"" DFTD3 starting from version 1.9 and fixes a typographical error in a formula | Classical | Functionality | None | Verify that both ""s-dftd3"" and ""classic"" DFTD3 can still be selected and perform correctly for supported versions, ensuring backward compatibility while preferring ""s-dftd3""",,,,,
"Supporting new ""3c"" methods in gCP and updating basis set configuration | Added support for new methods like B97-3c and r2SCAN-3c, clarified default basis sets, and updated executable requirements | Classical | Functionality | None | Running calculations for each mentioned method (HF-3c, PBEh-3c, B97-3c, r2SCAN-3c, wB97X-3c) with and without pre-set basis sets to verify accuracy and defaults",,,,,
"Expanding compatibility and feature support | Added support for Apple Silicon Macs and new Python versions, updated feature table for new DFT methods | Classical | Environment | None | Verify installation and functionality on Apple Silicon Macs and Python 3.12 versions, and check the functionalities of newly listed DFT methods",,,,,
"Update to support only Libxc v6.0.0 and above | Simplifies dependency management by removing support for Libxc v5.x, reducing complexity | Classical | Dependency | None | Check successful detection and use of Libxc v6.0.0 or higher during the build process",,,,,
Support arbitrary branch or commit tarballs without tagging | Added notes for using setuptools and packaging versions to avoid needing tags | Classical | Dependency | None | Check if using specific setuptools and packaging versions allows successful build from arbitrary branch or commit tarballs.,,,,,
To enforce the use of Libxc version 6.0.0 instead of falling back to version 5.1.2 | The code change removes the fallback mechanism to an older version of Libxc and mandates the use of version 6.0.0 | Classical | Dependency | None | Verify that the application correctly locates and links to Libxc version 6.0.0 without fallback mechanisms and that all functionalities that depend on Libxc work correctly,,,,,
"Include more advanced corrections to support dispersion, BSSE, SRB, and new models | Added new options and corrections such as SRB for HF3c, and added new methods b973c, r2scan3c, wb97x3c | classical | functionality | None | Verify calculation results for each of the newly added methods and corrections (hf3c, b973c, r2scan3c, wb97x3c) for known benchmark molecules to ensure expected behavior.",,,,,
"New dependencies required for certain methods. | Added an error message for methods needing specific dependencies, guiding users on how to install them. | Classical | Dependency | None | Test case: Verify that invoking methods with ""-d"" or ""3c"" in their names when the stated dependencies are not installed triggers the new error message and that installing the dependencies resolves the issue.",,,,,
Compatibility update with dftd4 <= v3.5.0|Removed unsupported r2scan3c functional for older dftd4 versions; added default parameters for dispersion correction; enhanced validation messages; allowed optional XC functional tweaking|Classical|Functionality|None|Test with both dftd4 <= v3.5.0 and newer versions to check if r2scan3c is properly excluded or included; validate dispersion correction parameters; tweak XC functionals and verify the output,,,,,
"Addition of the B97-3c functional to the GGA functionals in psi4. | The code change introduces the B97-3c functional, including its parameters, description, citation, doi, and dispersion information. This is aimed at expanding the functionality of the software by supporting a new composite method. | Classical | Functionality | None | Validate the existence and correct parsing of the B97-3c functional by adding a test case that runs a calculation using the B97-3c functional and compares the result to a known correct value.",,,,,
"Incorporating a new functional into the psi4 package | Addition of a new functional definition, wB97X3c, including parameters for dispersion and citation details | Classical | Functionality | None | Implement a test case that calls the new ""wB97X3c"" functional and verifies the computation of a sample molecular system, checking against established results for accuracy and completeness",,,,,
"To add support for new R2SCAN0, R2SCANh, and R2SCAN50 functionals | Added entries for R2SCAN0, R2SCANh, and R2SCAN50 to the list of supported functionals | Classical | Functionality | None | Test if calculations utilizing R2SCAN0, R2SCANh, and R2SCAN50 functionals produce correct results",,,,,
"To add new density functional approximations R2SCAN3C and R2SCAN for enhanced meta-GGA calculations with relevant parameters and citations | The code adds entries for the R2SCAN3C and R2SCAN functionals with their descriptions, citations, dispersion parameters for R2SCAN3C, and functional definitions | Classical | Functionality | None | Test cases should verify that the newly added R2SCAN3C and R2SCAN functionals generate correct results by comparing their output with established benchmarks or literature values for known molecular systems.",,,,,
The probable cause for this code change is to enhance the dispersion calculation capabilities and to ensure compatibility with additional functionals. | The code change updates the sorting mechanism for capable engines for dispersion and adds new functionals 'r2scan3c' and 'b973c' to specific conditional checks. | Classical | Functionality | None | A test case that includes molecules with dispersion interactions and uses the 'r2scan3c' or 'b973c' functionals to verify correct energy and gradient computations can be incorporated.,,,,,
"To add support for additional functional names with their corresponding basis sets to the scf_helper function. | Added several conditionals to set global options for new functionals (r2scan3c, b973c, wb97x3c) with their respective basis sets. | Classical | Functionality | None | Test cases should include running the scf_helper function with inputs 'r2scan3c', 'r2scan-3c', 'b973c', 'b97-3c', 'wb97x3c', and 'wb97x-3c' and verifying that the correct basis sets are applied.",,,,,
New methods are being added to support integrated basis sets. | Addition of multiple methods to the integrated_basis_methods array for automated basis set completion. This enhances functionality by supporting more methods. | Classical | Functionality | None | A test case that validates energy calculations using each of the newly added methods to confirm they are correctly processed and produce expected results.,,,,,
"New basis sets 'def2-mTZVP' and 'def2-mTZVPP' have been added for improved computational accuracy and flexibility. | The changes involve adding new basis families and associating them with existing fitting functions, impacting both functionality and potential computational capabilities. | Classical | Functionality | None | Add a test case to ensure calculations using 'def2-mTZVP' and 'def2-mTZVPP' complete without errors, verifying the presence and correct operation of the new basis sets.",,,,,
"To provide more detailed control over the initialization of SuperFunctional objects from a XC string | The change adds explicit named parameters (""name"", ""unpolarized"", ""tweak"") to the static method `XC_build` for better specificity and handling optional parameters with default values | Classical | Functionality | None | A test case that initializes a SuperFunctional object using the `XC_build` method with different combinations of the parameters ""name"", ""unpolarized"", and ""tweak"" and verifies the correctness of the object initialization.",,,,,
Introduce the ability to tweak parameters for XC functionals. | Adds an optional parameter `tweakers_` which allows setting custom tweaks for XC functionals. | Classical | Functionality | None | Test case where a custom `tweakers_` map is provided to `XC_build` and verify if the superfunctional correctly applies these tweaks.,,,,,
"Enhance `XC_build` functionality for additional options | Added an `std::optional<std::map<std::string, double>>` parameter to the `XC_build` function for additional configuration | Classical | Functionality | None | Create test cases calling `XC_build` with and without the optional parameter to ensure flexibility and correctness",,,,,
Introducing new markers for conditional test execution based on software availability and version requirements | Added markers for "mctc-gcp" and "dftd4_350" to better control test skips based on specific conditions | Classical | Dependency | None | Create a test that only runs if "mctc-gcp" software is available and another test that only runs if DFTD4 version 3.5 or higher is installed,,,,,
Adding support for R2SCAN functionality | Included r2scan directory to be built alongside energy | Classical | Functionality | None | Verify if R2SCAN calculations produce correct results when invoked,,,,,
"The probable cause for this code change is to add a new regression test for the dftd4-r2scan functionality in the project. | The code adds a testing macro and a regression test for the dftd4-r2scan to ensure new changes do not break existing functionality. | Classical | Functionality | None | Incorporate a test case to execute the newly added regression test, verifying the success and correctness of dftd4-r2scan with expected outputs.",,,,,
"New test case addition for r2scan-d4 functional with cc-pVDZ basis set for H2O molecule. | Adds set up for memory, molecule definition, energy calculation, gradient calculation, and comparisons for energy and gradients. Introduces r2scan-d4 energy and gradients validation. | Classical | Functionality | None | Check if calculated energy and gradients match expected values for r2scan-d4/cc-pVDZ setup in H2O molecule with set precision, verifying both numeric and analytic gradients.",,,,,
To add a test for the dftd4 functionality using the r2scan method. | A new test file is created to test the dftd4 with r2scan functionality using the ctest framework with a quick label. | Classical | Functionality | None | Verify if the test_dftd4_r2scan function runs successfully and accurately reflects the expected output of the dftd4 with r2scan method.,,,,,
Addressing formatting discrepancies. | Adjusted column width in table format from 80 to 120 characters for the description field. | Classical | Functionality | None | Validate table formatting correctness with updated column widths.,,,,,
"The probable cause for this code change is to add new directories for the R2SCAN3C and B973C modules for testing purposes. | The code change involves adding directories for `r2scan3c` and `b973c` to the CMake test configuration file, which will include these new modules in the testing process. | classical | functionality | None | A test case can verify if the new directories `r2scan3c` and `b973c` are correctly included by running test scripts in these directories and checking if they execute without errors.",,,,,
"Add a regression test to the CMake configuration | Adding three lines to include a testing macro and a regression test | Classical | Functionality | None | Verify the execution of the gcp-b973c test with different configurations specified in the parameters (psi, quicktests, dftd3, gcp, addon)",,,,,
"Adding a new quantum chemistry test configuration for B97-3c functional on water molecule. | Introduces input parameters for a B97-3c DFT calculation, sets up molecule, memory, basis set, and comparison tests. | Classical | Functionality | None | Verify energy and gradient calculations against known values for a water molecule using B97-3c functional.",,,,,
Integrating new test | Addition of a new test function using test annotations and adding support for GCP and DFTD3 | Classical | Functionality | None | Verify the test executes without errors and properly interacts with GCP and DFTD3 addons,,,,,
To include an additional regression test for the gcp-r2scan3c feature. | Added inclusion of "TestingMacros" and an additional regression test command. Impact: Enhanced testing coverage. | Classical | Functionality | None | A test case that runs the gcp-r2scan3c test and checks for successful execution and correct results.,,,,,
Adding a test case for r2scan-3c H2O computation using specified settings and basis. | New test case for r2scan-3c computation and its comparison with predefined energy and gradient values. | Classical | Functionality | None | Verify if the computed energy and gradients match the predefined values with acceptable tolerance levels.,,,,,
Addition of a new test for GCP functionality | New test script added to validate GCP with r2scan3c functionality including decorators for environment label and test runner | Classical | Environment | None | Ensure the test checks the successful execution of `ctest_runner` with both "mctc-gcp" and "dftd4_350" configurations.,,,,,
